Commit SHA,Author,Date,Commit Message
d0ca5282fd12cdf97ead86b256c4ecd451caa3af,,2022-01-31,update dependencies (#443)
692ab321330e728c9f2634c539ccc157831dc889,Isao Kozakai,2022-01-26,[OE-1779] Correct the condition for production runs (#442)
21302edb8fe7eb5a4a3878562fb632dba103979e,Isao Kozakai,2022-01-26,"[OE-1779,OE-1783] As user I want to see my company's default currency used to calculate totals in dashboard (#441)"
f07f2dec031e2a0250bd78c6d1b856a3648569fb,,2022-01-24,"update dependencies (#439)

* update dependencies

* Update dependencies to latest

Co-authored-by: Omnae Bot <github-bot@omnae.com>
Co-authored-by: Svetlana Ivanova <lana@svetlanas-mbp-2.lan>"
9cfdb197bc63376e76528d2f38709d9786e73df0,Svetlana Ivanova,2022-01-19,"[OE-1927] Sorting by parameters does not work in the menu item Products'
'"
0ff919997bb4543d7b50b474065ad61fd87ecf00,,2022-01-17,update dependencies (#436)
41c7122cf75039664f402b6fce7bceffabc61301,,2022-01-17,Bump follow-redirects from 1.14.5 to 1.14.7 (#435)
6aabb67932366a9131d897406b0dc870ef9e7494,,2022-01-11,update dependencies (#433)
2b4524f23b286202f545698eaa0459784b4b03e6,Isao Kozakai,2022-01-10,[OE-1758] Products Revision-> Bad data on RFQ Dashboard page/ RFQ details page (#434)
4034d4a445dddd4349681f6e20c8a5d41d2d14ea,Unknown,2022-01-06,Update dependencies to latest
757ece76b3e5ba9d4ed9c223b851b5d9aa93d149,Isao Kozakai,2021-12-22,[OE-1876] Sharee of product should not be able to share it with others (#430)
8ba26a65c9394911251042560ea5921f3028afd8,Isao Kozakai,2021-12-22," [OE-1846,OE-1847] Add sendCommentAddedEmail for product comments (#431)"
ef45c34d34e45b10a0117cbdbb510fac587eb532,Isao Kozakai,2021-12-21,"[OE-1844,OE-1845] Add sendCommentAddedEmail (#429)"
6ef4d19fb9a5e182f7715cd23f96ae4158547da9,Isao Kozakai,2021-12-20,Correct and modify parameters (#428)
ce07bd5ff0f2d5a79c225e6ccbc7a1d3a5af9228,Viatcheslav Ivanov,2021-12-16,minor refactoring
63b5c277326a17b3e43bbf3216db0b98f6b88f73,Unknown,2021-12-14,Update dependencies to latest
0190f86aaac67e8d713520fe2225cea99a69e1fa,Unknown,2021-12-06,update dependencies to latest
2ceb4594f45837ad6826bbaf413ed5ba9e4e4d20,Isao Kozakai,2021-12-03,[OE-1789] As vendor I want estimate to be created in vendor's QBO if connected (#424)
3e0354a0fbfd7e8c9fb73ab97364a626be669ae8,Unknown,2021-11-30,update dependencies to latest
23f9d7ffabcd212c137a7732ec68a7c0ce7896a1,Viatcheslav Ivanov,2021-11-29,[OE-1837] Add comments to Product Dashboard page (#423)
ebbb6b2f114d188515bf8b2bff89050509421f75,Viatcheslav Ivanov,2021-11-22,refactor: cleanup po invoices feature flag
947f830f5bea0000146219e2b8224a281625add1,Isao Kozakai,2021-11-22,[OE-1827] As PO I want zero dollar PO invoices to be paid right away (#418)
57df1615b1d4f6852cc5f03d761cb01d7e2df778,Isao Kozakai,2021-11-22,[OE-1787] Bug: Able to upload an invoice with same invoice number (#420)
01f9c836a21d1258ca2cb7651e3cad5e4037c302,Svetlana Ivanova,2021-11-19,update dependencies to latest
e495b2e5c16847d2ce2c89a1a43c6e249c239bec,Isao Kozakai,2021-11-08,[OE-1745] As customer I want PO to be created in my QBO account when I submit draft PO in Omnae (#415)
299ef29a32d2b5423a040a2d4f6844dba0044505,Svetlana Ivanova,2021-11-08,update dependencies to latest
b35501f8b235a2a86472a44191b61ce6b00101cc,Viatcheslav Ivanov,2021-11-06,[OE-1808] Add comments to purchase orders (#416)
2d243d94f9e67f64758a83b43d33fc34bf35f4ff,Svetlana Ivanova,2021-11-02,update dependencies to latest
3b4310d2bd8365881dac1d241e20476d88ede361,Viatcheslav Ivanov,2021-10-26,chore: update QBO clientId to latest
09b3eab0192ac091461321cc75dc2cf09362c10a,Svetlana Ivanova,2021-10-25,update dependencies to latest
ae88ac600f77a98f0ab31118437014ff08cd23f4,Isao Kozakai,2021-10-25,[OE-1767] As user I want to be able to share my PO with my partners (#413)
8d54fe4e77fcef1871fb1afaf5cc5fe2f365b50d,Isao Kozakai,2021-10-19,[OE-1812] Add the condition to complete a PO (#411)
9397f0cce379744b67ff2a68b8ebddacbdaa8883,Viatcheslav Ivanov,2021-10-15,fix: legacy file upload is not working
2c65daf136ac04e17e3fe0abffed9f1040682457,Svetlana Ivanova,2021-10-12,[OE-1797] As vendor I want to provide quote expiry when bidding for RFQ (#410)
a85921d3991210f8e846eb6f3fb67b534481f7ff,Isao Kozakai,2021-10-12,[OE-1483] Make companyId optional for getPurchaseOrder (#409)
8ad83fedd974494a2ff01289e73c3211f82b9369,Isao Kozakai,2021-10-12,[OE-146] As a customer I want to see my partner's POs with shared products (#407)
a92bcacc2885edaffbdf0546da8af366ec564563,Svetlana Ivanova,2021-10-08,[OE-1708] As customer I want to see only one product in products list for same partNum-rev but different vendors
60311af2e13d972cf0e628f2b71b35a268ad6dfe,Viatcheslav Ivanov,2021-10-07,refactor: remove old feature flags
4f618e81ea371e589266bb6fa8fe3d5743614186,Svetlana Ivanova,2021-10-06,refactor: add logs to core.createProductBid
c6dbee2d416cda340fcc27d63d081b0ed8849bf5,Isao Kozakai,2021-10-05,[OE-1719] Correct spellings of constant names (#406)
0752ced56815e832589094b356878a40b062b3da,Svetlana Ivanova,2021-10-04,chore: update dependencies to latest
9fce583ea61728662c1c614b31c6dfb46bc6e882,Isao Kozakai,2021-10-04,[OE-1717] Add depositCredit to Invoice (#404)
6a4ebd32e695b8d31e815f465035bb2a31d93ed7,Isao Kozakai,2021-09-27,[OE-1700] Add Date conversion processing for changeRequest(#403)
504cac872eb447eee45c4cb7b73175c7b75df33d,,2021-09-27,update dependencies (#401)
8db5fb4aacc1d7c9772b63366096856224129a59,Isao Kozakai,2021-09-27,[OE-1785] Make invoiceDocument return null before it's uploaded (#402)
ff580955effa9e11b480aab5bcf16bf59bb9bea1,Isao Kozakai,2021-09-24,"[OE-1703] Add currency to company, Make queries for company use fragments (#399)"
53930eb134c9b0cf3c33deb15dd81ecb3c76d5a4,Svetlana Ivanova,2021-09-24,[OE-1765] User should be able to add design files to existing product without drawings
ae7f03c9ccc82c0ccd617bcd4a4d550a885b7970,Viatcheslav Ivanov,2021-09-21,[OE-1712] As user I want to disconnect my QBO account from Omnae
7bd548dd4682b7f40fae2595028f6a2e82fa2159,Viatcheslav Ivanov,2021-09-21,[OE-1714] As user I want to list my connections (only QBO)
f54a9405eeb8f1a89cfe0331105eb3f58e3a7193,Isao Kozakai,2021-09-20,[OE-1489] As vendor I want to edit PO invoice number if not sent to customer (#397)
72e2f2c6a26982203920e87f33bd300ed4997184,Viatcheslav Ivanov,2021-09-20,[OE-1780] Convert app-gateway to use Typescript (#398)
8fe0a832743601bcccfe75c13f0f1d9660cef45e,Svetlana Ivanova,2021-09-19,"[OE-1707,OE-1761] As user I want to see total invoices in different states on Dashboard"
9edc900e64961e2203e84cacbc102b1906874387,,2021-09-13,update dependencies (#395)
e972b63161ca1b49af2bea79ccb4038a29db9ca7,Isao Kozakai,2021-09-10,[OE-1488] Separate documents for an invoice (#394)
e0d944db4dcc886890c1de8bbaa29df649a28927,Svetlana Ivanova,2021-09-10,[OE-1763] As user I want to be able to compare dashboard statistics with previous period
e5555f0689e75b8967f97a9f3f20b3b4c4affc30,Isao Kozakai,2021-09-09,[OE-1490] As vendor I want to declare that payment for PO invoice was not received (#393)
349fe1882239c9c5502bf62ed127a4d87d683921,Viatcheslav Ivanov,2021-09-08,refactor: revert node-fetch to 2.6.1
ee23dc57098db18fa1a20fd069aa59a3545b0096,Isao Kozakai,2021-09-07,[OE-1492] As vendor I want to approve payment for PO invoice (#390)
d14ab3664559ee19a2ea34c17440382a7a6da2bb,,2021-09-07,update dependencies (#391)
343009d77bbd77196a04796aa8f79befc9a6a29e,Isao Kozakai,2021-09-03, [OE-1662] As vendor I want to receive an email confirmation when payment confirmation is submitted for PO invoice (#389)
bb95f199a591e859e32b6f4e89c0a5f081621df6,Isao Kozakai,2021-09-03,[OE-1484] As customer I want to provide a payment confirmation for PO invoice (#386)
706c30462ccc22eae72ad65f3a96e32c91b2413c,Svetlana Ivanova,2021-09-03,[OE-1741] Quality analytics and completion stats (#388)
2716c9c27d2c47743ef6a5ae9ebcea7eb7891532,,2021-08-30,update dependencies (#387)
79a2802a6b22605b7ab1e94320b3fef1eecff4e6,Isao Kozakai,2021-08-26,[OE-1757] Change the env variable name for the feature flag for invoices (#385)
7806a9b908b9c2de7f1c48a76aa746db7d664cd6,Svetlana Ivanova,2021-08-25,[OE-1738] Specify vendors or customer for Active RFQ Widget
208fbb941de8993bd40d254ef46074b6f5ada111,Isao Kozakai,2021-08-25,[OE1660] As customer I want to receive an email notification when invoice is sent (opened) by vendor (#384)
bd162cc79cfea2621f6cde12f23d1b83235bf759,Isao Kozakai,2021-08-25,[OE-1486] As vendor I want to upload and send PO invoices (#383)
4d48afcba8ea8cb6916c08fff3509ccafcbd661a,,2021-08-23,update dependencies (#382)
72daf808c7b09955d841697707433efa8bb4510c,Svetlana Ivanova,2021-08-19,[OE-1751] PO Completed list-> sorting by date is incorrect
e089bf345d29dc0a652b573ead3b20167cd4ef73,Svetlana Ivanova,2021-08-18,[OE-1746] Complete shipment-> Can not upload multiple packaging slips on the complete shipment form
7f75ac29b6626d63c614446351675fc11b6c4e90,Svetlana Ivanova,2021-08-16,[OE-1736] Active RFQ-> Responses from vendor not showing correctly on the RFQ Review Page
042c93de67bc6bf437c3ee40064d0372bad1eb60,,2021-08-16,Bump path-parse from 1.0.6 to 1.0.7 (#380)
858e2f6ee928d6185e2865a6a35772a06851b2bd,,2021-08-16,update dependencies (#381)
2b6723eaf23cd84689daff096279ba0bbfabc4a4,Svetlana Ivanova,2021-08-14,[OE-1729] Fix RFQsStatistics DTO spelling
963d305f7a9a0929cc5f347a239013869d3fe441,Svetlana Ivanova,2021-08-14,[OE-1730] As user I want to see active NCRs widget on Dashboard
13d6a9dc0a8b97f2fdecbc27568308ecb4b989b7,Svetlana Ivanova,2021-08-13,[OE-1729] As user I want to see active RFQs widget on Dashboard
96ee7c18ceb5c5a5b4b7f95c19aaa8b3fcfab1d6,Viatcheslav Ivanov,2021-08-13,chore: switch to remote orders-service for local development
528a3797a9b8bf7b848a60a09296450404e1b8e9,Svetlana Ivanova,2021-08-12,Merge branch 'main' of github.com:omnae/app-gateway
7c4b5d64da1c26ea22cb8eda7d29190604c87a23,Svetlana Ivanova,2021-08-12,[OE-1730] As user I want to see active NCRs widget on Dashboard
3a077d6b6f53c0b415c8cd15b45f989c17d6cedb,Isao Kozakai,2021-08-12,[OE-1487] As vendor I want to see PO invoice details (#378)
e87f2b112ba8593164724219e321b4830fe38d68,Svetlana Ivanova,2021-08-12,[OE-1729] As user I want to see active RFQs widget on Dashboard
c620ca9a3185540c409a0dc5678d0c45f70a1228,Viatcheslav Ivanov,2021-08-12,[OE-1360] Fix redirect url
