Commit SHA,Author,Date,Commit Message
e275815ee4994a030479278a47faed65f5d19d2d,Henry Ma,2021-09-30,Refactor
d5caaaf42e6eccd6ba53cd7cdbf28b9d636b9b07,Henry Ma,2021-09-30,"Bug fixing, modified endpoint of GetProductPriceQuotes and added a new endpoint of GetProductPriceQuotesByVendor"
e75e4e977309a394a0711fe190af0698a6b5effb,Henry Ma,2021-09-30,"OE-1798, OE1799, OE-1800, OE-1801, OE-1802, added new table of ProductPriceQuote and its related repository/service. Added new column of ProductPriceQuoteId in PriceBreaks table and its related changes. Created new endpoint of GetProductPriceQuote."
de6b2ef1406661db30b2d9b1ade6bcf833b304cc,Henry Ma,2021-09-26,"OE-1708, group the ProductDto list with combination of (PartNumber, PartNumberRevision) and selec the last."
c0b694610d0209ac115b1d53d6438f68266e12b2,Henry Ma,2021-09-23,"Refactor, enabling upload any number of product files user may want to. (removed limitation of uploading product files) - OE-1765"
2870256c412e1640f388d772cee06c321baac247,Henry Ma,2021-09-23,"OE-1795, Added new column of Currency for Company table."
d0d04d7e2b3e91ebbc223cee460d70f248d64099,Henry Ma,2021-09-14,"Merge pull request #1920 from omnae/staging

Merged from Staging"
e94d45ac3463e545721d663158ce2aa038b73c98,Henry Ma,2021-09-10,"Merge pull request #1919 from omnae/master

Merged from Master"
ec16a49bffd93dc15e6da6b8ee900d4480aa0441,Henry Ma,2021-09-10,"Merge pull request #1918 from omnae/master_hotfix

Removed product description from notify emails."
d259b545861d8fb48f9c2141a77d3e74237d15bd,Henry Ma,2021-09-10,Removed product description from notify emails.
51be64ddcbb28740b29fc0671640408067ac9e8e,Henry Ma,2021-09-10,Fixed a bug may potential causing null reference.
4794bf347ce8192df4ce6702b2222c32c771e900,Henry Ma,2021-09-01,Fixed a bug when AvatarUri is null.
7545684e15e332534d2bbecafe64345a038561b1,Henry Ma,2021-08-30,Refactor
f1b47fcf54313b9bf2f67fc11883d2dfcf082790,Henry Ma,2021-08-30,Continue
38e12ea0d30acd18d62c60652ba54edf5d9666ea,Henry Ma,2021-08-30,Added FKey in ProductStateTracking table to point to Product table
2ceb8a1f9b4f4ec8addd8b653fcf5ff5592f9462,Henry Ma,2021-08-29,Fixed a bug in GetCompletionStatistics endpoint
fe98451d7d76fae6f62e70f44041c937eec8a1d6,Henry Ma,2021-08-27,Added new endpoint of GetCompletionStatistics OE-1759. Fixed a bug for OE-1755
5d50b8aa18bfcb4ac6317991be254f65e48fa14c,Henry Ma,2021-08-27,Made parameter companyId as [FromUri]
bbebe16092ae3d8c32eafe6d7291b2c34d9a8c7b,Henry Ma,2021-08-27,Modified totalNcrCount calculation format when set OrdersConformanceRate value
8b56fcc75012daa533b93e947a51dfd792fbfc94,Henry Ma,2021-08-27,Added new endpoint of GetCompanyQAStatistics.
d0410865e998756aa1b2c5d4a5dde0fd9cb9d2ae,Henry Ma,2021-08-25,Added start/end datetime range for GetChartData endpoint
f604ad867fa48a4c46db939ce0f093c8620d3685,Henry Ma,2021-08-25,Modified GetRFQStatistics to allow show total number of customers for a vendor
13ade3a95c52911bcbd1b0e1ffdef115aa9733b3,Henry Ma,2021-08-19,"Merge pull request #1917 from omnae/master

Merged from Master"
bfc4a30e8f4cc14fa0fb93211d3be07c2b8b76c5,Henry Ma,2021-08-19,"Merge pull request #1916 from omnae/master_hotfix

Removed product description from the email subject."
ef6bf4854777b503ae8df985be455b99d1c284f7,Henry Ma,2021-08-19,Removed product description from the email subject.
62dfb11f4bd2d6767f0c5ed453c350c7092d68bb,Henry Ma,2021-08-19,OE-1740 fixed number of  calculations for GetNCRStatistics
f9ee6b0f2ce4ae52cad382f3a73cff0d06a2629a,Henry Ma,2021-08-18,Added new endpoint of UpdateQboIdCompanyInfo to be called by web-api.
60e8f163e5ee3f9d25057e27ae65c887f84f0d0d,Henry Ma,2021-08-18,Added state of NCRCustomerApproval to ResolutionNCRs
8edc1de3b28c7626d76f9d32ed73555f56c32686,Henry Ma,2021-08-16,Added GetCustomerInfo endpoint
60c81ebdbf91ee4dc26372156c65d48df0267f0a,Henry Ma,2021-08-16,"OE-1740, modified range of DisputeNCRs to inlcude state of NCRRootCauseDisputes"
29cfe175b3791bf8890524be6ceb3b869661cd04,Henry Ma,2021-08-16,"OE-1738, bug fixing."
8563c60517eb725563f4081cdb4cea72f11de4af,Henry Ma,2021-08-13,Minor
b7a21bb480de283641ebb194425a876466870b09,Henry Ma,2021-08-13,"OE-1733,  added new endpoint of companies/{companyId:int}/GetNCRStatistics"
92c6e408d3408a3e9938de12385e8eed8f0ae0bc,Henry Ma,2021-08-13,"OE-1734, added new endpoint of GetRFQStatistics"
85447b02cb37535f6862b1fde457be83037daf23,Henry Ma,2021-08-12,"OE-1731, added new endpoint of GetActiveRFQs."
135ef9e2e16eaa1088e3e2831c3fd920c161734f,Henry Ma,2021-07-28,"Merge pull request #1914 from omnae/staging

Merged from Staging"
2e11c569dc448b80d53895d0839e43c1ae2db306,Henry Ma,2021-07-28,"Merge pull request #1913 from omnae/OE-1632

Added missing buildType and material for OE-1632"
f5782338ab9f5c1f54c0d2414dff5693e0eaf7f1,Henry Ma,2021-07-28,Added missing buildType and material for OE-1632
0ee68748602da2f7cf0deaee6904787f06f3ab78,Henry Ma,2021-07-28,"Merge pull request #1912 from omnae/staging

Merged from Staging"
433ac87cbf19b93082d2985b7244bb76631a9dc2,Henry Ma,2021-07-28,"Merge pull request #1911 from omnae/OE-1632

Fixed a typo which caused the missing of HarmonizedCode."
71212ebc28bff0d8b6500184cf32feb234f1e502,Henry Ma,2021-07-28,Fixed a typo which caused the missing of HarmonizedCode.
7c53b9476e0cc0271907da30af4cdac1c178dc7b,Henry Ma,2021-07-27,"Merge pull request #1910 from omnae/staging_hotfix

Added AsyncTransactionScope wrapper to make sure db doesn't get updat…"
e038518389ecc328ecd2d836327e1506b03531bf,Henry Ma,2021-07-27,Added AsyncTransactionScope wrapper to make sure db doesn't get updated until creating company action success.
100b3c8c185e7159023d721425c68d3bb483ef9f,Henry Ma,2021-07-27,"Merge pull request #1909 from omnae/master

Merged from Master"
45a8893fa8d4e6b32e2858e8461049fa7217ceed,Henry Ma,2021-07-26,"Merge pull request #1908 from omnae/master_hotfix

Fixed a logic bug caused by recent changes when do reorder for resell…"
1230fb0bc85c5e9962b118dbb0ffdeebce69051b,Henry Ma,2021-07-26,Fixed a logic bug caused by recent changes when do reorder for reseller users.
3a4fd6e302084ffb23ae2c8ae244bf77a86ee116,Henry Ma,2021-07-26,"Merge pull request #1907 from omnae/master_hotfix

Merged from Master hotfix"
8a6c62c11f058e7c9507289fab10cfaf4feeffaa,Henry Ma,2021-07-26,Avoid double encoding space in a uri string.
b8584e14b2a833d9614393dea504c8344014a199,Henry Ma,2021-07-25,Minor
26b15307b766cf11b94860e87b28d262d64ae687,Henry Ma,2021-07-25,web.config for PROD for old system
0cdfaaa413a7e11562c3ae0b32d373c94ef6000f,Henry Ma,2021-07-23,"Merge pull request #1906 from omnae/master

Merged from Master"
6b698af3c552bca7f9d48643eb45baadc322a9f9,Henry Ma,2021-07-23,"Merge pull request #1905 from omnae/master_hotfix

Merged from Master hotfix"
70b3fd2ecd92e9f2ddd11476166d3fddffad13e4,Henry Ma,2021-07-23,Refactor
efb6ccf0f7adf524be39f1a05473a44346f71ba5,Henry Ma,2021-07-21,"Merge pull request #1904 from omnae/staging_hotfix

OE-1632, Removed dup entries from querying PartRevision result"
501ed7ddaabce4cf967f3f7c50ff9343e53a8136,Henry Ma,2021-07-21,"OE-1632, Removed dup entries from querying PartRevision result"
0b33c238c940764d168403dafa9610a5674437e0,Henry Ma,2021-07-21,"Merge pull request #1903 from omnae/staging_hotfix

Included back itself in the revision list result."
fd773ccf6925a2f300ab573c99d0f1dbe5642e44,Henry Ma,2021-07-21,Included back itself in the revision list result.
70654fb029d19888a4f7e370e3d9f7d96ef8ca24,Henry Ma,2021-07-21,"Merge pull request #1902 from omnae/staging_hotfix

Merged from Staging hotfix"
bbb43172e03fb86c6fde6fc8c09b06f2d298ede6,Henry Ma,2021-07-21,"OE-1632, fixed dup issue in listing all revisions of a part number."
85a1b6e9cb906db1ef22d23ac0a74f2d9d83f086,Henry Ma,2021-07-21,web.config
79a9790dd4ade6b32e7444c99ac76d65b9366757,,2021-07-21,"Bump RestSharp from 105.2.3 to 106.12.0 in /Libs

Bumps [RestSharp](https://github.com/restsharp/RestSharp) from 105.2.3 to 106.12.0.
- [Release notes](https://github.com/restsharp/RestSharp/releases)
- [Changelog](https://github.com/restsharp/RestSharp/blob/dev/releasenotes.md)
- [Commits](https://github.com/restsharp/RestSharp/compare/105.2.3...106.12)

---
updated-dependencies:
- dependency-name: RestSharp
  dependency-type: direct:production
...

Signed-off-by: dependabot[bot] <support@github.com>"
62552ef41cb1d3b07e1e666ccde2aa4ed9f8ccca,Henry Ma,2021-07-21,"Merge pull request #1899 from omnae/master_hotfix

Merged from Master hotfix"
6d1fbe9c6c713a7524dec173d52c6c80fbaba65f,Henry Ma,2021-07-21,"OE-1686,  I want Inviter company to be visible on Invitee Hubspot Account."
658ce555cc3bf0ad904889ef25844f0c9f7b599e,Henry Ma,2021-07-20,"OE-1621, additional contact to be created in Hubspot under company when new company user is invited and accepted"
083b0e799e7a2d518b27cf93f9dd59dceb6d7261,Henry Ma,2021-07-19,Updated web.config for app env.
911368a8ba6d3e94a51d1e69c84073e5c448adcd,Henry Ma,2021-07-15,"Merge pull request #1897 from omnae/OE-1632

Oe - 632"
904f9927045d4298820935e118fe148bae9041ce,Henry Ma,2021-07-15,Typo
22e16d0ce2300fda7cc084da3c0394b95886f993,Henry Ma,2021-07-15,Modififed so that GetPartRevisionList will return all revisions ssociated to a part number
ce3f57a723937d7dd027d06385b801b832ee256b,Henry Ma,2021-07-15,"Merge pull request #1896 from omnae/master

Merged from Master"
c4c5f452599dfe6b98ca22ddc6f319953c56ff90,Henry Ma,2021-07-15,"Merge pull request #1895 from omnae/master_hotfix

Minor"
9b977fe9853ed4804a4818a481795b55542d5e40,Henry Ma,2021-07-15,Minor
a9f44f0e7aa26518483c3de1a0833c34c7327170,Henry Ma,2021-07-15,"Merge pull request #1894 from omnae/master_hotfix

Merged from Master hotfix"
25fded2c5b78767657e7fcad4b5c2c60db1f2e50,Henry Ma,2021-07-15,Fixed multiple bugs in creating/updating contacts for companies.
d55d762b9f3903d6471a56fdcb37b23f84907e76,Henry Ma,2021-07-13,"Merge pull request #1893 from omnae/master_hotfix

Merged from Master hotfix"
4f8d2c31f5d94766977c775e59ff380442ecd387,Henry Ma,2021-07-13,Merge branch 'master_hotfix_bak' into master_hotfix
d889a36e8daed74080bb39b9eea1635f2b3e7f40,Henry Ma,2021-07-13,Merge branch 'master' of https://github.com/omnae/omnae into master_hotfix
a553626f701ef7a87178e505a3ba308d9df269d5,Henry Ma,2021-07-13,Bug fixing.
212e927b94b61ce9876af72349d730e2201bc8b9,Henry Ma,2021-07-05,"Merge pull request #1891 from omnae/OE_1578

OE-1513, made customer and vendor partners each other"
216ae95f387335ff3ebc11ffe9bb39d1712a9996,Henry Ma,2021-07-05,"OE-1513, made customer and vendor partners each other"
e19fa78f2799a758781e330ee37c39f505687181,Henry Ma,2021-07-05,"Merge pull request #1890 from omnae/staging

Merged from Staging"
06ba9a9a21e059f86656e6b7af95cfaedcecdf75,Henry Ma,2021-07-02,"Merge pull request #1888 from omnae/OE_1578

Created new relationship in [CompaniesCreditRelationships] table betw…"
53ddd19adba820bd057d1f57b1828b6d22030cfa,Henry Ma,2021-07-02,Created new relationship in [CompaniesCreditRelationships] table between the vendor who is awarded RFQ and this customer when calling endpoint of CustomerReviewBid
bc4535a949bee8309e826b9a520116640f60bd79,Henry Ma,2021-07-02,"Merge pull request #1887 from omnae/staging

Merged from Staging"
4b949dca83a88589ac275efdd0f67bd55ee83247,Henry Ma,2021-07-02,"Merge pull request #1886 from omnae/OE_1578

Bug fixing, and filter out inactive companies."
a02860b6a812134ffc201c11b8d7f3131b4c21ea,Henry Ma,2021-07-02,"Bug fixing, and filter out inactive companies."
07c655133bd1619ec2c7c7c58cc96e387285f4a3,Henry Ma,2021-06-30,"Merge pull request #1885 from omnae/OE_1578

OE-1578, disable core-service notifications on  state changes for pur…"
cd5172809b061a55e9bacebeb2b1f24cf8afb558,Henry Ma,2021-06-30,"OE-1578, disable core-service notifications on  state changes for purchasing orders."
fda95bf63ef81243a876f1e302f15520c5071e54,Henry Ma,2021-06-29,"Merge pull request #1884 from omnae/staging

Merged from Staging"
6fbdcd31f008aed84c49429fb7a6b23701610218,Henry Ma,2021-06-29,"Merge pull request #1883 from omnae/OE_1578

Fixed a couple of bugs when creating a new part revision and place ne…"
40a9e3320f52cd674b19452c8bbe36378319cd8c,Henry Ma,2021-06-29,Fixed a couple of bugs when creating a new part revision and place new order.
915af30812f720b0b479bab656e8ed0a26cd931c,Henry Ma,2021-06-18,Merge remote-tracking branch 'origin/master' into master_hotfix
629eb8d73932d281dc019796eaedc371a6793427,Henry Ma,2021-06-18,"Merge pull request #1882 from omnae/staging

Merged from Staging"
633dbdb3f7f56c71ec10929285326a9f2faabaca,Henry Ma,2021-06-18,"Merge pull request #1881 from omnae/OE_1578

Oe-1578, bug fixing"
3b4cac555b08573412e5864e7aedd08b2b05416a,Henry Ma,2021-06-18,"Merge branch 'staging' into OE_1578

# Conflicts:
#	Omnae.BusinessLayer/ProductBL.cs"
8f95b6df7036a9395bf1cacaab98cb776cfe1e0e,Henry Ma,2021-06-18,"Merge pull request #1880 from omnae/master_hotfix

Fixing a bug in case for the old data product.RFQQuantityId are nulls."
be1c0979c66099160bd15bdfc82c16e9ab7b2f13,Henry Ma,2021-06-18,Fixing a bug in case for the old data product.RFQQuantityId are nulls.
09d1bf625b092c38686d5f4557b9075fc0dc1968,Henry Ma,2021-06-18,OE-1625 bug fixing and OE-1578 for disable notification for legacy order.
cc9e2089082f29a7a78f28ccb0de54f55de3877a,Henry Ma,2021-06-17,"Merge pull request #1879 from omnae/master

Merged from Master"
abeedc90d4a8def79bcee36efe28630a8cb870b8,Henry Ma,2021-06-17,"Merge pull request #1878 from omnae/master_hotfix

Bug fixing, OE-1625"
7491c25c87a30d6e2023459247cc3a91f61ef2cd,Henry Ma,2021-06-17,"Bug fixing, OE-1625"
95c6e76192d1396e774450456161cef480628707,Henry Ma,2021-06-16,"Merge pull request #1877 from omnae/master

Merged from Master"
df8996442e16ea3352f9fe10326d89fb60210592,Henry Ma,2021-06-16,"Merge pull request #1876 from omnae/master_hotfix

Master hotfix"
57a4274b03a319d391c580231110aa8626302de6,Henry Ma,2021-06-16,Modified on UserSyncService.
1d35509410a77927f21746a92eea9aa7d120dd98,Henry Ma,2021-06-14,Reversed EntityFramework version.
8373ae72fe26e8aaefb6b62ac6f52406516c50fd,Henry Ma,2021-06-14,Merge remote-tracking branch 'origin/master' into master_hotfix
42702e05e7647b89673532ab50e608e6cad04388,Henry Ma,2021-06-14,web.config
d51bfa3c7be3cd2bcd46cd5e7b809022f74ab23f,Henry Ma,2021-06-14,"Merge pull request #1875 from omnae/staging

Merged from Staging"
6f15cae9acd576c9aa74c12d37e6cb6f7a7c9836,Henry Ma,2021-06-12,"Merge pull request #1874 from omnae/OE_1614

Merged from Oe_1614"
d59727eb35e5094db7899b96118ced1634122e38,Henry Ma,2021-06-12,Typo
f75c93a169a12a394017a5ffb8e6f6a8d7333018,Henry Ma,2021-06-12,"OE-1614, Added new columns of Role, CustomerRole, VendorRole to AspNetUsers table"
e91f0890e2094ebdc1e308bb1913f07e799b3350,Henry Ma,2021-06-12,Added auth0 roles to User table
f539b19dd41054a7b5c8d26157a086cd1fce02ca,Henry Ma,2021-06-08,"Merge pull request #1872 from omnae/staging

Merged from Staging"
f8f72d819fc35171dc6183758c74b2c2173a8905,Henry Ma,2021-06-03,"Merge pull request #1868 from omnae/staging_hotfix

OE-1603, material name changes"
09e07875cb6593263b5991ec87f2150c373252e0,Henry Ma,2021-06-03,Material name changes
0399bb18c959b5df0e9f0a1b7a02b5d2649a80a4,Henry Ma,2021-06-02,"Merge pull request #1867 from omnae/staging

Merged from Staging"
2887f26d59ddea768bae872fd13adcfcb8f91b6e,Henry Ma,2021-06-02,"Merge pull request #1866 from omnae/staging_hotfix

Staging hotfix"
615e4a29104e890670f193adf7094090a4209f84,Henry Ma,2021-06-02,Bug fixing
f6193371919310f845b9bb778dc4a54cecddd20d,Henry Ma,2021-06-02,web.config for Staging
d8b165323ceac5e139b220141e90939dde2ff373,Henry Ma,2021-06-02,"Merge pull request #1864 from omnae/master

Merged from Master"
31b44f9c04c5e5bb4f951c6bb52f2bbfb0d18ded,Henry Ma,2021-06-02,"Merge pull request #1863 from omnae/master_UserSyncService

Added new capability as  ""Wifi blocking wallpaper"""
f37a2678207f4d91cc504899fab789a2a8e53206,Henry Ma,2021-06-02,"Added new capability as  ""Wifi blocking wallpaper"""
4e3ce683bd32f00f08a28c8e8f316edfaf187271,Henry Ma,2021-05-28,"Merge pull request #1861 from omnae/master

Merged from Master"
ec1117ba2bf949d120e02b8a87b9376720d8b806,Henry Ma,2021-05-28,"Merge pull request #1860 from omnae/master_UserSyncService

Fixed a bug in SendNewUserToCoreApi which couldn't insert a new record to AspNetUsers table when Id type is string."
0d6a1f7445002e4c003838a307eca79f6262371e,Henry Ma,2021-05-28,Fixed a bug in SendNewUserToCoreApi which couldn't insert a new record to AspNetUsers table with Id type is string.
55be415203746e49ee327a3a657fae19ff07f3b2,Henry Ma,2021-05-28,Fixed a bug  in SendNewUserToCoreApi.
5479317aab30fdba625c185ac6874c93fc65abd0,Henry Ma,2021-05-27,"Merge pull request #1859 from omnae/master_hotfix

Merged from Master hotfix"
fbe21c0b7eb85b7a268dd1520c2f3aa3ae67181a,Henry Ma,2021-05-27,web.config
170fc123a407c2863c27e627152a6e09762fcfb6,Henry Ma,2021-05-27,"Merge pull request #1858 from omnae/master_hotfix

Patch for Prod/Demo in fixing a null reference bug"
bb4f54b4c2f2c44b19e04c86b947faf09bda8176,Henry Ma,2021-05-27,Fixed a bug of null reference. Web config formating changes.
65252ea7f7c5fc9343165a3375b14cf15f064106,Henry Ma,2021-05-27,Merge remote-tracking branch 'origin/master' into master_hotfix
0418e09f56e714d022851c72a1589fe3391d66a9,Henry Ma,2021-05-27,Modified clientSecret for BackgroundWorkers
7ba01414d5aef2fecc48d128dcd51b3c26e90cbc,Henry Ma,2021-05-26,"Merge pull request #1857 from omnae/staging

Merged from Staging"
80208d0f2410bbc773a073095396ca2d615bf8b0,Henry Ma,2021-05-21,"Merge pull request #1856 from omnae/OE_1557

OE-1557, Added new column of IsPrimaryContact to the table of dbo.Asp…"
7c2d6ac9fdff8a582e3d676112082fb52c3f72ef,Henry Ma,2021-05-21,"OE-1557, Added new column of IsPrimaryContact to the table of dbo.AspNetUsers. Modified UserSyncService in BackgroundWorkers to set IsPrimaryContact if it is the first user in the company."
d5392270382ca6cf0f58643255455659495f89d0,Henry Ma,2021-05-18,"Merge pull request #1855 from omnae/staging

Merged from Staging"
7f4bc520e0c57d22105c5c98fed795d6ed7cf053,Henry Ma,2021-05-18,"Merge pull request #1854 from omnae/OE_1541

OE_1544"
cf403b577281acdffffca9946aa4da3e8cfbe29d,Henry Ma,2021-05-18,"OE-1544, Same changes for GetCompanyParntersWithQAStats"
b35ed53f70d968d2384943e7ae734f3301536ceb,Henry Ma,2021-05-18,Include myself when type is Vendor.
7dcf196e64b82beb5c22032ba9dc28fb6ab85316,Henry Ma,2021-05-18,"Merge pull request #1853 from omnae/staging

Patch for OE-1544"
71f99e79b0fda89f4d285e64504144ca0c14733d,Henry Ma,2021-05-18,"Merge pull request #1852 from omnae/OE_1541

Filtered out myself from my partner list"
e3f86d6ddb23d3158bea07ae364607b909b400fc,Henry Ma,2021-05-18,Filtered out myself from my partner list
3938845a47dc9105f5c2049243e3b3bfde6116bc,Henry Ma,2021-05-18,"Merge pull request #1851 from omnae/master_hotfix

Master hotfix"
e3b7ee23dd1172f54c66083009e64139f7083626,Henry Ma,2021-05-17,"Merge pull request #1850 from omnae/OE_1541

Merge remote-tracking branch 'origin/staging' into OE_1541"
30603360ec8a4b583e140a6086dda811c1301dd0,Henry Ma,2021-05-17,Merge remote-tracking branch 'origin/staging' into OE_1541
2e67fbe89ffcf983879cbabc3184b1f2fe41ff72,Henry Ma,2021-05-17,"Merge pull request #1849 from omnae/OE_1541

Refactor"
03bde624615c2ecc074b8d52eb4619b4885fa32f,Henry Ma,2021-05-17,Refactor
a80f74d9b035e60a27829dbfae9c66c982d4e99b,Henry Ma,2021-05-17,"Merge pull request #1848 from omnae/master

Master"
5aeea9c1eee6487e7bc3232414859780c4637435,Henry Ma,2021-05-17,"Merge pull request #1847 from omnae/master_hotfix

Removed product description from email subject line."
b161ee947867d19fc69797304d8397251efbe566,Henry Ma,2021-05-17,Removed product description from email subject line.
f0ec18c666d52c9553c583cc580a805fb9451e90,Henry Ma,2021-05-13,"Merge pull request #1846 from omnae/master_hotfix

Added maxQueryStringLength = ""65536"" to avoice error of: ""Request fil…"
15e009505af3acd62d71399f76e738e5625f7673,Henry Ma,2021-05-13,"Added maxQueryStringLength = ""65536"" to avoice error of: ""Request filtering is configured on the Web server to deny the request because the query string is too long."""
f5f62bf3bde6a4aa7f7e470bc727cbd1c2edc5dd,Henry Ma,2021-05-13,"Merge pull request #1845 from omnae/OE_1541

Bug fixing in displaying Quality graph."
