Commit SHA,Author,Date,Commit Message
5aa3036c01dc5faafa257ad52badcc3c318ca692,Henry Ma,2021-11-19,Removed column of CurrencyName from EstimateInfo table in database
aadb74ce191fb8c6e493f6b235e2fcddcf0e4750,Henry Ma,2021-11-18,Changes to fix the edge case when customer also what to add itself to be a vendor.
9973db1b857dbd8cf5bfad4aee5d3e642f3e5970,Henry Ma,2021-11-18,Database name changes
f037d55f109cb3c11aa00466242351e7460eac61,Henry Ma,2021-11-18,Fixed a bug in endpoint of AddCustomersToMyQboAccount.
6dbd8868c83aeb9d4f1388c8d62a00d299d9d039,Henry Ma,2021-11-18,Bug fixing
cff216ebb1e6c0df53b8dc472cb178db196d023d,Henry Ma,2021-11-18,Switched to Staging database
91a19a012104ae587443efa10df7347c4d9c877d,Henry Ma,2021-11-18,Implemented and fixed the foreign currencies transctions issue.
be6c1d6be6abac22954d7417168e968c1f3903ae,Henry Ma,2021-11-17,Updated QBO ExchangeRate function
eeb6387711f35f4ba1d92261170508da8f498c90,Henry Ma,2021-11-16,Fixed multiple currencies issue.
7c188576be7af57036fc5035be0324dbade2f7e6,Henry Ma,2021-11-15,Merge branch 'main' into multi_financial_institutes
4f82f9e437c34a97b3420bad11f3b0787864dcce,Henry Ma,2021-11-15,Bug fixing: null reference.
190827dbda28c129c6c79662bf9c92bc25c32ee8,Henry Ma,2021-11-12,"Multi financial institutes (#53)

* Added financialInstitution to the inputs for the endpoints of CreatePO, CreateEsitmate and CreateInvoice, fort he cases in future more new financial institutions to be added.

* Added new columns fo FinancialInstitute and _createdAt to [EstimateInfo]"
25cb661a29de7548e4186981a1ef22cf2fc9280b,Henry Ma,2021-11-12,Added new columns fo FinancialInstitute and _createdAt to [EstimateInfo]
7f93c5beaefe67215e804facc342743c21aca2c4,Henry Ma,2021-11-12,"Added financialInstitution to the inputs for the endpoints of CreatePO, CreateEsitmate and CreateInvoice, fort he cases in future more new financial institutions to be added."
bdc5d073a49a59d243fa9cb5b75b4fcb8d285827,Henry Ma,2021-11-09,Replaced accountName with vendor's company name. Modified business rule on handling when no customer found in Vendor's QBO account.
b4b375d1304feb133bdc1a2649c2e1bbbc21303d,Henry Ma,2021-11-05,Added metadata to uploaded file to Azure Blob.
14e5a71ccb4a28799865fe571494318f7c210e8b,Henry Ma,2021-11-05,Minor
c588224b574dff5aa2596fb66ff010689f66e3af,Henry Ma,2021-11-04,Modified clientId/clientSecret for Staging
c7dd3bdd6f471646eab46cdd6bfacbe8dd472126,Henry Ma,2021-11-02,"OE-1831, created two more new endpoints: IsCustomerExistsMyQboAccount and IsVendorExistsMyQboAccount."
d6080b1201b262c8377c95ec7c941a23cb0d0a2e,Henry Ma,2021-11-01,"OE-1831, removed domain from docUri and return PO id and docNumber."
767f7904966192a8b641a34d061be02017de6251,Henry Ma,2021-10-28,Removed QboPurchaseOrderId from EstimateInfo table and from input parameters for creatPO
b08615c82783c154c234e5af5e379a2d61d35e00,Henry Ma,2021-10-28,"Modified [EstimateInfo] by adding more columns to store input data for creating PO, Estimate, Inovice, Bill in QBO."
92553a964df6ad231171d2900fcdffd8c5deede8,Henry Ma,2021-10-28,"OE-1831, Modified CreatePO to include generated/uploaded PO document uri. Also moved salesTax from lineItems to upper classes."
76d5f95c2d04d6242cfb4706cf1d460fa8077189,Henry Ma,2021-10-26,Updated clientId and clientSecret for Staging (Development env.) in QBO.
2ba194b8918412a975d4f5b87107cb2a8761df43,Henry Ma,2021-10-22,"Modified Create PO in case the vendor of a customer QBO Account doesn't exist, system will create one for the customer, but we have to abort the operation and re-run the calling of CreartePO."
f5a4aa575fa63141e4531ce082912a8d1d9afc7b,Henry Ma,2021-10-22,Added CreateCreditMemo endpoint for creating credit memo (refund) by vendor and modified CreateBill input data to include PurchaseOrderId to link with PO with Bill.
1afd5aed57b73f7801b9126ab07e81848de0e416,Henry Ma,2021-10-20,Merge branch 'invoices'
88267e4ec2a95abe7012f8b9709abe07c9834f3f,Henry Ma,2021-10-20,Minor
b5012cdd46f4fd5d744b052bae7577d8e9fa23bd,Henry Ma,2021-10-13,"Invoices (#52)

* Allow TotalAmount to be 0 in POST ""aip/Invoice"" endpoint.

* Added EstimateInfo table

* Converted Projects of Application and Domain to .Net Core 5.0 from netstandard2.1

* OE-1793, removed estimateId and estimateNumber from input for createInvoice, store estimateId and estimateNumber in EstimateInfo table.

* OE-1817, Added new endpoint of GetNotCloseInvoices"
6037f506427c77a3e5a6caf14b33a3b1981d1fe3,Henry Ma,2021-10-13,"OE-1817, Added new endpoint of GetNotCloseInvoices"
a919b4a87cfae9638840b7ebb5e5f4f7871ffe77,Henry Ma,2021-10-13,"Invoices (#51)

* Allow TotalAmount to be 0 in POST ""aip/Invoice"" endpoint.

* Added EstimateInfo table

* Converted Projects of Application and Domain to .Net Core 5.0 from netstandard2.1

* OE-1793, removed estimateId and estimateNumber from input for createInvoice, store estimateId and estimateNumber in EstimateInfo table."
9b91771eef19844799bde082f035f30b5580e3c5,Henry Ma,2021-10-13,"OE-1793, removed estimateId and estimateNumber from input for createInvoice, store estimateId and estimateNumber in EstimateInfo table."
905e9a1563705cbc3bf2d7c3bd9f28134da1186e,Henry Ma,2021-10-10,Converted Projects of Application and Domain to .Net Core 5.0 from netstandard2.1
f9b0f598e32c4ab9cd9b7a050673f3dbfa37638e,Henry Ma,2021-10-10,Merge remote-tracking branch 'origin/main' into invoices
f0e7c2fb0c382e8b4309aaf3180bbe324c2704a9,Henry Ma,2021-10-10,Added EstimateInfo table
753c7ccc2fa9c743b1663855ded7db74f1d530e9,Henry Ma,2021-10-01,"Allow TotalAmount to be 0 in POST ""aip/Invoice"" endpoint. (#50)"
88f0b9267fc4db872c80e2832468251b73cca3fd,Henry Ma,2021-10-01,"Allow TotalAmount to be 0 in POST ""aip/Invoice"" endpoint."
b36baf3c16c575c9697a0459c0a4d0ab05763ac8,Henry Ma,2021-09-29,Merge branch 'main' of https://github.com/omnae/omnae-webapi
b37f081d5a6ee78def0399cbb30f165be337f9c8,Henry Ma,2021-09-29,Merge branch 'invoices'
05e9570629a521189acc1010da4a12d684fc3b58,Henry Ma,2021-09-29,"Invoices (#49)

* OE-1804, added depositCredit column to Invoice table.

* Added DepositCredit to InvoiceDto"
362e9f7c46f94b50025958053274725d8af77d75,Henry Ma,2021-09-29,Added DepositCredit to InvoiceDto
394189994ec723284ebede9519b7ee979840d949,Henry Ma,2021-09-29,"OE-1804, added depositCredit column to Invoice table. (#48)"
3a21a776da783cfc4bccb1e6d9f34297d62d55f6,Henry Ma,2021-09-29,"OE-1804, added depositCredit column to Invoice table."
b21e9710bbe63df1d37bc5d9abe6d1fdfecf9a0d,Henry Ma,2021-09-27,Updated endpoint of UpdateQboInvoice
d4b9d5710771d0932becf1db661264a0c72ceb50,Henry Ma,2021-09-27,Merged from Invoices
e09f3ea9d7141b3812d962dd7d0c7f130108e6bc,Henry Ma,2021-09-27,"OE-1792, created endpoint of api/qboconnection/createbill to create bill in customer's QBO account."
70c4d8ac586fbbdbcf1afbeaa0c71775454e822c,Henry Ma,2021-09-27,Modified CreateInvoice endpoint to create a new customer in vendor's QBO account if it is not existing. OE-1793
b1d6b9ece404601750917c8ebadea09477106496,Henry Ma,2021-09-23,"OE-1789, Made changes so that if the customer company is not existing  in this vendor’s QBO account as a customer, then create a customer for this company in this vendor’s QBO account. (#47)"
d744402822e46fd9639510c257d3a0730e8cec1d,Henry Ma,2021-09-23,"OE-1789, Made changes so that if the customer company is not existing  in this vendor’s QBO account as a customer, then create a customer for this company in this vendor’s QBO account."
1325d9584ffdc5b3e4563af840dbb4c4e7ea8b6e,Henry Ma,2021-09-16,Minor
b4e4412a2444f5214306730a6f4ae7eb962d0bb5,Henry Ma,2021-09-16,Added UpdateQboInvoice endpoint.
886a7750c5c8230ce2826eeb1643bdca6f4e70d6,Henry Ma,2021-09-15,"Removed ActionType from InvoiceDocumentHistory table and InvoiceDocumentHistoryDto, OE-1770"
18e252a10de9b347279209cf5a7b1391c6093b3e,Henry Ma,2021-09-14,Merged
beccb6692146d9651e0e4c72c0bc139a0a44bf86,Henry Ma,2021-09-14,Merge branch 'invoices'
e381fc2eaef2811346320afd3c23d50650a6c434,Henry Ma,2021-09-14,Minor
d1e013d11aaf5e0f343bbf9a606f642b0b6f7a5a,Henry Ma,2021-09-14,"OE-1778, added new endpoint of vendor/{vendorId:int}/{invoiceNumber} - GetInvoicesByVendorIdInoviceNumber"
5f436692c69f55ea15c66ff40007aada43c8aa16,Henry Ma,2021-09-14,"Invoices (#46)

* Added new endpoint of UpdateInvoiceNumber, also modified PartiallyUpdateInvoice for changing LastUpdatedTime.

* Added new endpoint GetInvoiceStatistics, OE-1776

* Modified endpoint name to api/Invoices/companies/224/InvoicesStatistics?mode=1, OE-1776

* Property names changes for class InvoiceStatisticsDto. OE-1776"
7ce9981c325cf3458197060fdfce6718925241c8,Henry Ma,2021-09-14,Property names changes for class InvoiceStatisticsDto. OE-1776
67e26549a297e86a1671021814247beb8c5c4755,Henry Ma,2021-09-14,"Modified endpoint name to api/Invoices/companies/224/InvoicesStatistics?mode=1, OE-1776"
0e7352e4617cccd8ca04d4f114e70866fd1f0eea,Henry Ma,2021-09-14,"Added new endpoint GetInvoiceStatistics, OE-1776"
e47cea3a6cced05cc62370641bf22b41c33a3d7d,Henry Ma,2021-09-14,"Added new endpoint of UpdateInvoiceNumber, also modified PartiallyUpdateInvoice for changing LastUpdatedTime. (#45)"
8183884d71ea49817fb58797984ce769ca914750,Henry Ma,2021-09-14,"Added new endpoint of UpdateInvoiceNumber, also modified PartiallyUpdateInvoice for changing LastUpdatedTime."
ef5158119b74c8f17dac94b7e166273bfd16b9fa,Henry Ma,2021-09-13,"Merge branch 'invoices'

# Conflicts:
#	Omnae.WebApi.FinanceService.Api/WebApi/appsettings.Development.json"
105cd67d6c9ae45277c7bff2a1c47f864767e9c5,Henry Ma,2021-09-10,set default values for DaysRefreshTokenToBeExpired
e5e3acdd4d5af623ba9fda947064bf885c4c8183,Henry Ma,2021-09-10,Created new endpoint of UpdateRefreshTokens for OE-1713. (#44)
cacfce586879d9e5c40549a6c425b911daf12dab,Henry Ma,2021-09-10,Created new endpoint of UpdateRefreshTokens for OE-1713.
c0ac59eafa8518b80b3a36a57febd816db2346a1,Henry Ma,2021-09-09,Fixed a typo in QboToken column name.
d97cf7bbe10df0cd974cdc236295bbc8be288866,Henry Ma,2021-09-09,Refactor
d1040ec7f9f5ef10ffd785fccae8018ad0fca16c,Henry Ma,2021-09-09,Merge branch 'invoices'
374fcc00f78646d4aad877739d3577a4de4f5708,Henry Ma,2021-09-09,Refactor
6da4b4ff7c31216ed33417ecae6214f5d4c1bacf,Henry Ma,2021-09-09,Merge branch 'invoices'
076421d5122bcd7484d2aee6207edf404d65d52f,Henry Ma,2021-09-09,Update LastUpdatedTime in code.
ccadc9ee43846064aadbf0e53e8a86f5098eefb3,Henry Ma,2021-09-09,Merge branch 'invoices'
74a3107c96f8c739630d8b20cdc0b08f1dab1d88,Henry Ma,2021-09-09,Added missing  PaymentMethod in InvoiceDocumentHistoryDto
186c027ac933a0fd39fd91f06d4e1a5bedf786a2,Henry Ma,2021-09-09,Merge branch 'invoices'
83ce2575f4412e805d041c454ed37f59bd3a81c6,Henry Ma,2021-09-09,Added PaymentMethod to InvoiceDocumentHistory table and its related Dtos changes.
d9e8f07bc68c6703bada6ad55b1406a58907364a,Henry Ma,2021-09-09,Merge branch 'invoices'
cc7c9891caa172faffb3a1c0399757998373f10f,Henry Ma,2021-09-09,Modified so that whenever a company's QBO account info to be added into QboToken table it will also create customer account in its own QBO account.
8621f1d7e23af55cd4cb693aa465e026ace914fc,Henry Ma,2021-09-08,Added new column os PaymentMethod to Invoice table and its Dtos.
acd47c9ec52e350beff6a1071a66c9cf47fe1b00,Henry Ma,2021-09-08,Refactor endpoints input data structure for CreateEstimate and CreateInvoice
bbd8445ed4efafcf652a38e31b7101385c3da2ee,Henry Ma,2021-09-08,Refactor endpoint input data structure for CreatePO and CreateBill
0325a308c7cfbf05f674415868ddd7210948bc69,Henry Ma,2021-09-04,Merge branch 'main' of https://github.com/omnae/omnae-webapi
91d749dc56329109191d067da858a91956e82ae9,Henry Ma,2021-09-04,Refactor
887e8ac477d75994bb0ff6b4559fce7cf58700b5,,2021-09-04,"Bump Microsoft.AspNetCore.Authentication.JwtBearer (#40)

Bumps [Microsoft.AspNetCore.Authentication.JwtBearer](https://github.com/dotnet/aspnetcore) from 5.0.1 to 5.0.9.
- [Release notes](https://github.com/dotnet/aspnetcore/releases)
- [Commits](https://github.com/dotnet/aspnetcore/compare/v5.0.1...v5.0.9)

---
updated-dependencies:
- dependency-name: Microsoft.AspNetCore.Authentication.JwtBearer
  dependency-type: direct:production
...

Signed-off-by: dependabot[bot] <support@github.com>

Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>"
d0ee58161d99de802b6d10cf49171cec0889c8e1,Henry Ma,2021-09-04,Minor
21cce38918e62805babf62262ad93271ab06887f,Henry Ma,2021-09-04,Merged
c011b1d7dbb9cc7c4a24d4d473dc7e54a086cd7e,Henry Ma,2021-09-04,Added new endpoint of CreateInvoice
66ecb46b49ea03c87c44d9485f6cc87101aab967,Henry Ma,2021-09-03,Merged
95dbcfc2d593a0e61d0b96a0013dab61b72798aa,Henry Ma,2021-09-03,Added new endpoint of CreateEstimate.
70d1a0a46198511d6fb8efb620dbc63ee8e90505,Henry Ma,2021-09-03,Added new endpoint of CreateBill. (#42)
066275331611bc9fd76d9c592bc2fa5a7e1af2b6,Henry Ma,2021-09-03,Added new endpoint of CreateBill.
448aa5afa906d80a181355db71bf76731711a06a,Henry Ma,2021-09-02,Added new endpoint of CreatePO
06d4f0e094f902f4a78bde73ec7e4d1d9d3b8ef4,Henry Ma,2021-08-31,Merged
8e914b81e1f22a74d8a34f49c4ecf9b7a17a25dc,Henry Ma,2021-08-31,Discarded Order and Added new endpoint proto type of CreatePO for testing.
ff8087f90451a73a01d67a366242266116d56a19,Henry Ma,2021-08-26,"Merge branch 'main' of https://github.com/omnae/omnae-webapi (#41)

# Conflicts:
#	Omnae.WebApi.FinanceService.Api/Application/Utils/Constants.cs"
ee0714f63e4719d133be6396f9bb5a8a8917cf38,Henry Ma,2021-08-26,"Merge branch 'main' of https://github.com/omnae/omnae-webapi

# Conflicts:
#	Omnae.WebApi.FinanceService.Api/Application/Utils/Constants.cs"
b0435b6ad331456d8d12d5a15c2cd723a98fdebc,Henry Ma,2021-08-24,Merged
ea05e14249a9bfb9d66bb16e5a217907d9dc752e,Henry Ma,2021-08-24,Changed InvoiceStatus
16a1cede23fca8f2ee99bbf2c5c3d6f5351d919d,Henry Ma,2021-08-24,Changed to INVOICE_SENT in ACTION_TYPE (#39)
3a6fe23f7fe9aa22c5bbe7fd3f59909c553b15c8,Henry Ma,2021-08-24,Changed to INVOICE_SENT in ACTION_TYPE
c3923f272ce24579ee29a0174951ccef085e3fa7,Henry Ma,2021-08-24,Refactor
1c2ac12d947dc7e54fa8e446ac027fd867efeb90,Henry Ma,2021-08-24,Merge branch 'main' of https://github.com/omnae/omnae-webapi into main
ce77f36203c817a459d9ba8484694681fe4895a8,Henry Ma,2021-08-24,Merge branch 'invoices'
66e78e08b2bbb36efe7415c3f9c28695088e7ae8,Henry Ma,2021-08-24,"Invoices (#38)

* Fixed a circular reference issue in EF

* Fixed a bug in update invoice when validation.

* Made changes to return all invoiceLines when update an invoice.

* Refactor, adde INVOICE_UPDATED TO  INVOICE_TYPE

* Added new endpoint of RevokeRefreshToken

* Refactor"
35f4f67fadeb912c79990038418f001cfd172c7f,Henry Ma,2021-08-24,"Merged from Invoices (#37)

* Fixed a circular reference issue in EF

* Fixed a bug in update invoice when validation.

* Made changes to return all invoiceLines when update an invoice.

* Refactor, adde INVOICE_UPDATED TO  INVOICE_TYPE

* Added new endpoint of RevokeRefreshToken

* Refactor"
be853d093341670b12abbfffe2f78dcd554afe2f,Henry Ma,2021-08-24,Refactor
6ab5da3d575752fdee28f8d2d388bc237398c0cc,Henry Ma,2021-08-24,Added new endpoint of RevokeRefreshToken
b0557eac93a645c228ada9f25a421d5bf0bfaa7f,Henry Ma,2021-08-23,"Invoices (#36)

* Fixed a circular reference issue in EF

* Fixed a bug in update invoice when validation.

* Made changes to return all invoiceLines when update an invoice.

* Refactor, adde INVOICE_UPDATED TO  INVOICE_TYPE"
4e55a3af90c3b27d641aa7e62a448e1e4a0db8ac,Henry Ma,2021-08-23,"Refactor, adde INVOICE_UPDATED TO  INVOICE_TYPE"
6f8b2b2ace4fdec037e529a1711904f9664aa66b,Henry Ma,2021-08-21,"Invoices (#35)

* Fixed a circular reference issue in EF

* Fixed a bug in update invoice when validation.

* Made changes to return all invoiceLines when update an invoice."
4ff0fb685b68d754e4b9f7e58ab3d6a53963aa07,Henry Ma,2021-08-21,Made changes to return all invoiceLines when update an invoice.
4b998543c3ed9e4182c8ab40b9f25e4430f7ccd3,Henry Ma,2021-08-20,"Invoices (#34)

* Fixed a circular reference issue in EF

* Fixed a bug in update invoice when validation."
fdeb5c61faf2cde31c6647f2a585ee7136accd4e,Henry Ma,2021-08-20,Fixed a bug in update invoice when validation.
8f802a4fac6a8034527206234d4130525082d13d,Henry Ma,2021-08-20,Fixed a circular reference issue in EF (#33)
eb1196f0bc7829b5bcf66f40526694a5f1924671,Henry Ma,2021-08-20,Fixed a circular reference issue in EF
8e8c31cc0511e2c4802ba30bbcdef8f9ead51eb0,Henry Ma,2021-08-20,Modified endpoint of UpdateInvoice fro InvoicesController to only update user specified fields.
2c89aa358e8a36df6f18997f7e5c34e72dff9806,Henry Ma,2021-08-19,"OE-1725, made changes so that if the vendor already exists in customer's QBO account, then skip."
e0e2ca8c2fbd70f8f3d510e931207ddcab38df66,Henry Ma,2021-08-19,Merged
04df0dc6d7a3554eae762dc2b3e174488234ea05,Henry Ma,2021-08-19,Merged from Invoices
33ea5f47e961fbf9ad67ec00d9a578879eb4c61e,Henry Ma,2021-08-19,Fixed Serilog version mismatch issue and added AddVendorsToMyQboAccount endpoint. OE-1725
203849d6d9bc5770d52d15059173de7c1ac15831,Henry Ma,2021-08-18,Adde endpoint of ExchangeRage
3ebef2db3d6c3d5d25501d2b42dd36bdada38e91,Henry Ma,2021-08-16,"Merged from Invoices (#31)

* Refactor

* OE-1729, created a new endpoint of api/QboConnection/IsConnectedToQBO/{companyId:int} to check if company is connected to QBO

* Commented incomplete endpoints.

* Made HttpClientBaseurl pointing to https://coreapi-stg.omnae.com"
6c48b90086b433ab867dffd123ab8449fb4b8900,Henry Ma,2021-08-16,Merged
ca716937649284b7d3c7800da2846f9d5d0765ba,Henry Ma,2021-08-16,Merged
502e7039a75e3a3ff619715ab7aedf18626a4529,Henry Ma,2021-08-16,Made HttpClientBaseurl pointing to https://coreapi-stg.omnae.com
0de5fac90e689ff4aa23b35cc570621917f8f030,Henry Ma,2021-08-16,Made HttpClientBaseurl pointing to https://coreapi-stg.omnae.com
56625f1c836bbe829324eb47a5374fe7caed6773,Henry Ma,2021-08-16,"Merged from Invoices (#30)

* Refactor

* OE-1729, created a new endpoint of api/QboConnection/IsConnectedToQBO/{companyId:int} to check if company is connected to QBO

* Commented incomplete endpoints."
d086a880b671da4c0cb20d4f9aeef4b3ca934f49,Henry Ma,2021-08-16,Commented incomplete endpoints.
e29d8be2e1cf3d3a1a4c86120ba09d89aca425df,Henry Ma,2021-08-16,"OE-1729, created a new endpoint of api/QboConnection/IsConnectedToQBO/{companyId:int} to check if company is connected to QBO"
15cec45e2c5e3de7fb857cdf4ec9215c5027923c,Henry Ma,2021-08-16,Merge branch 'main' into invoices
1b3c1575b83addc629e3085e938964759440d050,Henry Ma,2021-08-12,Refactor
d3de92d0d0b970fa887bbc51575981e957078db3,Henry Ma,2021-08-05,Merged from Invoices
02260039ae600dc8a4644ef75ba88cab0f7459e0,Henry Ma,2021-08-05,Renamed ProcessToken to StoreQboToken and modified QboToken table and class and dto. OE-1360.
dc3536aa39e249cd28553e3a8d97468beb86d33d,Henry Ma,2021-08-03,"Merged from Invoices (#29)

* Minro

* Added implementation of InvoiceForUpdateDtoValidator and InvoiceForCreationDtoValidator

* Made TaxPercentual nullable.

* Added new columns of ProductionRunIds and ShipmentIds to Invoice table, OE-1701, and fefactor."
24a17524098be4fb7021e0e6107456b82601e9a6,Henry Ma,2021-08-03,"Added new columns of ProductionRunIds and ShipmentIds to Invoice table, OE-1701, and fefactor."
3e4e6cc06316a0263c698e5954c5d1780ec12c3f,Henry Ma,2021-07-26,"Merged from Invoices (#28)

* Minro

* Added implementation of InvoiceForUpdateDtoValidator and InvoiceForCreationDtoValidator

* Made TaxPercentual nullable."
1b501d19033bb5e1196c345f4c64822e92b548c4,Henry Ma,2021-07-26,Made TaxPercentual nullable.
9cf3fe1943408e136dfcf483493ab6b86e2488e5,Henry Ma,2021-07-16,"Merged from Invoices (#27)

* Minro

* Added implementation of InvoiceForUpdateDtoValidator and InvoiceForCreationDtoValidator"
8546b24bcaade81ad34bcf7839d6949a17338362,Henry Ma,2021-07-16,Merge branch 'main' of https://github.com/omnae/omnae-webapi into invoices
d9533bf79a5ce3200c80285111a0cb3faf34a404,Henry Ma,2021-07-16,"Merged from Invoices (#26)

* Minro

* Added implementation of InvoiceForUpdateDtoValidator and InvoiceForCreationDtoValidator"
